0	2.74658	-75.6226
1e-4	-3.8147	-75.6836
2e-4	3.20435	-75.7141
3e-4	-6.10352	-75.6531
4e-4	-4.11987	-75.6531
5e-4	-1.67847	-75.6836
6e-4	-3.20435	-75.6531
7e-4	-1.98364	-75.6226
8e-4	3.66211	-75.6836
9e-4	6.40869	-75.6531
1e-3	-2.13623	-75.6531
0.0011	-3.05176	-75.6531
0.0012	-0.915527	-75.6531
0.0013	-3.66211	-75.6226
0.0014	5.79834	-75.592
0.0015	-3.05176	-75.6836
0.0016	-6.56128	-75.6836
0.0017	-0.457764	-75.6531
0.0018	3.96729	-75.6531
0.0019	1.06812	-75.7141
0.002	-0.915527	-75.6836
0.0021	-3.20435	-75.6836
0.0022	-0.152588	-75.7141
0.0023	-0.915527	-75.7751
0.0024	1.52588	-75.7446
0.0025	1.98364	-75.7446
0.0026	2.13623	-75.7751
0.0027	-4.11987	-75.7141
0.0028	1.37329	-75.7141
0.0029	3.35693	-75.7446
0.003	-0.305176	-75.7446
0.0031	0.152588	-75.6531
0.0032	-2.44141	-75.592
0.0033	-1.2207	-75.592
0.0034	-2.59399	-75.5005
0.0035	5.79834	-75.5005
0.0036	4.42505	-75.531
0.0037	4.88281	-75.6226
0.0038	-3.05176	-75.6531
0.0039	-0.305176	-75.7446
0.004	-3.20435	-75.7446
0.0041	-3.05176	-75.7141
0.0042	-1.2207	-75.6836
0.0043	-6.56128	-75.6836
0.0044	1.06812	-75.7141
0.0045	-0.457764	-75.6226
0.0046	-0.152588	-75.7141
0.0047	0.457764	-75.7141
0.0048	-0.152588	-75.7141
0.0049	-3.35693	-75.7446
0.005	2.13623	-75.8362
0.0051	0.610352	-75.7141
0.0052	-2.13623	-75.6836
0.0053	-0.762939	-75.6226
0.0054	1.52588	-75.592
0.0055	-4.73022	-75.5005
0.0056	-2.28882	-75.5615
0.0057	-1.52588	-75.6836
0.0058	3.96729	-75.7446
0.0059	-5.0354	-75.7446
0.006	-3.20435	-75.6836
0.0061	0.610352	-75.6531
0.0062	-1.2207	-75.6531
0.0063	1.2207	-75.6226
0.0064	-0.152588	-75.7446
0.0065	-0.610352	-75.7141
0.0066	1.06812	-75.7751
0.0067	-0.762939	-75.7751
0.0068	-1.52588	-75.7751
0.0069	-4.11987	-75.7446
0.007	-4.11987	-75.7446
0.0071	-4.73022	-75.8057
0.0072	-4.42505	-75.7751
0.0073	-1.37329	-75.7751
0.0074	2.13623	-75.7446
0.0075	-2.74658	-75.7446
0.0076	-0.610352	-75.7446
0.0077	-0.457764	-75.7141
0.0078	3.66211	-75.7751
0.0079	-4.42505	-75.7141
0.008	0.610352	-75.7141
0.0081	0.152588	-75.6836
0.0082	-6.2561	-75.6836
0.0083	0.610352	-75.6836
0.0084	1.52588	-75.6226
0.0085	-7.47681	-75.7141
0.0086	-2.89917	-75.6836
0.0087	-1.98364	-75.592
0.0088	-0.305176	-75.6531
0.0089	1.83105	-75.6531
0.009	-4.11987	-75.6531
0.0091	-2.59399	-75.6531
0.0092	-5.79834	-75.7446
0.0093	1.37329	-75.7141
0.0094	-0.762939	-75.7141
0.0095	0.152588	-75.7141
0.0096	-3.35693	-75.7141
0.0097	1.52588	-75.7446
0.0098	-5.49316	-75.6836
0.0099	-4.27246	-75.7446
0.01	-1.52588	-75.7751
0.0101	-0.610352	-75.7141
0.0102	0	-75.7446
0.0103	-3.96729	-75.7446
0.0104	-3.66211	-75.7751
0.0105	-3.35693	-75.7141
0.0106	-1.2207	-75.7751
0.0107	3.66211	-75.7446
0.0108	1.52588	-75.7141
0.0109	0.152588	-75.7141
0.011	-6.56128	-75.7446
0.0111	-7.01904	-75.7446
0.0112	-2.13623	-75.6226
0.0113	-3.35693	-75.6836
0.0114	1.06812	-75.6531
0.0115	3.35693	-75.6531
0.0116	2.28882	-75.6531
0.0117	-4.11987	-75.7141
0.0118	-4.11987	-75.6836
0.0119	-3.50952	-75.592
0.012	-0.457764	-75.6531
0.0121	-2.28882	-75.6836
0.0122	-1.2207	-75.6531
0.0123	1.52588	-75.6836
0.0124	0	-75.7141
0.0125	0.457764	-75.7141
0.0126	-1.98364	-75.6836
0.0127	-6.10352	-75.7446
0.0128	1.37329	-75.8057
0.0129	-2.74658	-75.7446
0.013	0.152588	-75.7751
0.0131	-3.20435	-75.7751
0.0132	0.610352	-75.7446
0.0133	0.457764	-75.6531
0.0134	-4.57764	-75.6836
0.0135	2.13623	-75.6836
0.0136	-4.73022	-75.6226
0.0137	4.73022	-75.5615
0.0138	-2.28882	-75.531
0.0139	-0.457764	-75.5615
0.014	-1.98364	-75.531
0.0141	1.52588	-75.6836
0.0142	2.74658	-75.7751
0.0143	0.305176	-75.7446
0.0144	-1.83105	-75.7446
0.0145	-0.915527	-75.6836
0.0146	-0.762939	-75.6226
0.0147	0.915527	-75.592
0.0148	0.457764	-75.7141
0.0149	-3.35693	-75.7446
0.015	0.305176	-75.7141
0.0151	3.8147	-75.8057
