0	-9.46045	-75.6531
1e-4	-8.8501	-75.8972
2e-4	-48.2178	-75.7141
3e-4	-37.5366	-75.6836
4e-4	-7.32422	-75.6531
5e-4	-27.1606	-75.7446
6e-4	-41.1987	-75.8057
7e-4	-7.01904	-75.9277
8e-4	-20.4468	-75.7141
9e-4	-34.4849	-75.7446
1e-3	-21.9727	-75.6836
0.0011	-8.54492	-75.7751
0.0012	-41.5039	-75.6836
0.0013	-38.7573	-75.7446
0.0014	-3.96729	-75.7446
0.0015	-33.5693	-75.6531
0.0016	-53.4058	-75.6836
0.0017	-9.76563	-75.9888
0.0018	-19.2261	-75.9277
0.0019	-52.1851	-75.7751
0.002	-22.2778	-75.592
0.0021	-12.8174	-75.6226
0.0022	-35.7056	-75.7446
0.0023	-37.5366	-75.7446
0.0024	-9.15527	-75.8667
0.0025	-40.2832	-75.7141
0.0026	-54.9316	-75.8667
0.0027	-21.3623	-75.9583
0.0028	-14.6484	-75.7446
0.0029	-40.2832	-75.7141
0.003	-21.3623	-75.7141
0.0031	1.83105	-75.592
0.0032	-37.5366	-75.6836
0.0033	-37.5366	-75.7141
0.0034	-3.05176	-75.592
0.0035	-40.5884	-75.9277
0.0036	-49.1333	-75.6836
0.0037	-18.6157	-75.7141
0.0038	-22.2778	-75.8972
0.0039	-44.8608	-75.7446
0.004	-26.5503	-75.7141
0.0041	-2.13623	-75.8667
0.0042	-24.4141	-75.8057
0.0043	-48.8281	-75.7141
0.0044	-18.0054	-75.6836
0.0045	-23.1934	-75.8667
0.0046	-46.3867	-75.7141
0.0047	-28.6865	-75.7446
0.0048	-12.207	-75.7751
0.0049	-32.0435	-75.7751
0.005	-31.1279	-75.7141
0.0051	-9.15527	-75.9277
0.0052	-31.7383	-75.6531
0.0053	-63.4766	-75.6531
0.0054	-19.5313	-75.6531
0.0055	-19.2261	-75.8667
0.0056	-46.9971	-75.7141
0.0057	-35.7056	-75.8362
0.0058	-8.54492	-75.6836
0.0059	-34.1797	-75.8667
0.006	-42.7246	-75.7751
0.0061	-17.0898	-76.0498
0.0062	-36.0107	-75.7141
0.0063	-44.2505	-75.7446
0.0064	-16.1743	-75.8667
0.0065	-22.8882	-75.9277
0.0066	-33.8745	-75.7141
0.0067	-26.8555	-75.6836
0.0068	2.74658	-75.7141
0.0069	-42.4194	-75.7446
0.007	-47.3022	-75.7446
0.0071	-6.71387	-76.0193
0.0072	-16.1743	-75.6226
0.0073	-47.6074	-75.6531
0.0074	-14.9536	-75.6531
0.0075	-22.583	-75.7141
0.0076	-53.7109	-75.7751
0.0077	-37.5366	-75.7141
0.0078	-11.9019	-75.6531
0.0079	-36.0107	-75.7751
0.008	-37.5366	-75.7446
0.0081	-10.0708	-75.9888
0.0082	-29.2969	-75.7141
0.0083	-46.9971	-75.7446
0.0084	-35.4004	-75.6226
0.0085	-21.3623	-75.7141
0.0086	-48.5229	-75.7751
0.0087	-15.8691	-75.7751
0.0088	-8.23975	-75.592
0.0089	-26.5503	-75.7751
0.009	-51.8799	-75.8362
0.0091	-18.0054	-75.7141
0.0092	-19.5313	-75.7141
0.0093	-57.9834	-75.7446
0.0094	-28.3813	-75.531
0.0095	-11.5967	-75.7751
0.0096	-36.6211	-75.7141
0.0097	-46.9971	-75.6531
0.0098	-12.207	-75.8667
0.0099	-21.3623	-75.6226
0.01	-33.2642	-75.7751
0.0101	-10.9863	-75.8972
0.0102	-19.8364	-75.6836
0.0103	-58.8989	-75.7446
0.0104	-37.8418	-75.592
0.0105	-17.7002	-75.5615
0.0106	-38.147	-75.8362
0.0107	-47.6074	-75.7141
0.0108	-4.27246	-75.6226
0.0109	-18.0054	-75.7141
0.011	-49.4385	-75.6836
0.0111	-10.376	-75.8667
0.0112	-14.6484	-75.6836
0.0113	-54.3213	-75.7446
0.0114	-41.5039	-75.8362
0.0115	0.915527	-75.7446
0.0116	-27.4658	-75.7751
0.0117	-37.2314	-75.8057
0.0118	-2.44141	-75.8667
0.0119	-30.2124	-75.592
0.012	-56.4575	-75.7446
0.0121	-25.9399	-75.8972
0.0122	0.915527	-75.6226
0.0123	-39.978	-75.8057
0.0124	-42.1143	-75.7141
0.0125	-10.9863	-75.8057
0.0126	-33.2642	-75.7141
0.0127	-55.2368	-75.8057
